address,end_address,name,kind,subtype,size_bytes,width_bits,signed,rows,cols,subsystem,confidence,description,evidence,aliases,generated
0x800A,0x800A,cal_spark_fuel_bank_config,rom_data,u8,1,8,false,1,1,configuration,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x800C,0x800D,checksum_word,rom_data,u16be,2,16,false,1,1,checksum,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x800E,0x800F,checksum_complement_target,rom_data,u16be,2,16,false,1,1,checksum,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8010,0x8027,spi_pointer_frame,rom_data,u16be-pointer-table,24,16,false,1,12,firmware-data,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x802B,0x8102,fuel_iat_rpm_corr_a_24x9_s8,rom_data,s8-table,216,8,true,24,9,fuel,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8103,0x81DA,fuel_iat_rpm_corr_b_24x9_s8,rom_data,s8-table,216,8,true,24,9,fuel,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x81F8,0x821B,low_rpm_fuel_trim_a_4x9_s8,rom_data,s8-table,36,8,true,4,9,fuel,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x821C,0x82F3,fuel_quantity_trim_a_24x9_s8,rom_data,s8-table,216,8,true,24,9,fuel,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x82F4,0x8317,low_rpm_fuel_trim_b_4x9_s8,rom_data,s8-table,36,8,true,4,9,fuel,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8318,0x83EF,fuel_quantity_trim_b_24x9_s8,rom_data,s8-table,216,8,true,24,9,fuel,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x83F0,0x8407,rpm_only_fuel_trim_1x24_s8,rom_data,s8-vector,24,8,true,1,24,fuel,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8408,0x8418,cts_warmup_fuel_corr_1x17,rom_data,u8-vector,17,8,false,1,17,fuel-warmup,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x84E3,0x84EB,scheduler_fuel_pulse_corr_1x9,rom_data,u8-vector,9,8,false,1,9,fuel-scheduler,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x85BA,0x8631,high_load_fuel_duration_support_24x5,rom_data,u8-table,120,8,false,24,5,fuel,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x869A,0x8771,fuel_cut_state_delay_24x9,rom_data,u8-table,216,8,false,24,9,fuel-state,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x877E,0x8786,event_width_limit_1x9,rom_data,u8-vector,9,8,false,1,9,scheduler,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8787,0x8788,oc3_period_fit_guard,rom_data,u16be,2,16,false,1,1,scheduler,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8789,0x879A,fuel_edge_offset_1x9_words,rom_data,u16be-vector,18,16,false,1,9,scheduler,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x879E,0x879F,rpm_limit_primary_set_period,rom_data,u16be,2,16,false,1,1,limiter,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x87A0,0x87A1,rpm_limit_primary_clear_period,rom_data,u16be,2,16,false,1,1,limiter,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x87A2,0x87A3,rpm_limit_alternate_set_period,rom_data,u16be,2,16,false,1,1,limiter,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x87A4,0x87A5,rpm_limit_alternate_clear_period,rom_data,u16be,2,16,false,1,1,limiter,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x87B1,0x8888,injector_event_phase_24x9,rom_data,u8-table,216,8,false,24,9,fuel-scheduler,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x888E,0x8965,idle_air_bypass_target_24x9,rom_data,u8-table,216,8,false,24,9,idle,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8970,0x8980,cts_idle_target_cap_1x17,rom_data,u8-vector,17,8,false,1,17,idle,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x89C7,0x89D9,ignition_phase_factor_1x19,rom_data,u8-vector,19,8,false,1,19,ignition,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x89DA,0x89EC,ignition_width_factor_1x19,rom_data,u8-vector,19,8,false,1,19,ignition,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x89F3,0x8A05,ignition_retard_gain_1x19,rom_data,u8-vector,19,8,false,1,19,ignition,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8A69,0x8B40,spark_high_default_24x9,rom_data,u8-table,216,8,false,24,9,ignition,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8B41,0x8C18,spark_low_alternate_24x9,rom_data,u8-table,216,8,false,24,9,ignition,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8C19,0x8C30,spark_wot_or_bypass_1x24,rom_data,u8-vector,24,8,false,1,24,ignition,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8C7C,0x8D14,spark_iat_load_corr_17x9_s8,rom_data,s8-table,153,8,true,17,9,ignition,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8D15,0x8DAD,spark_cts_load_corr_17x9_s8,rom_data,s8-table,153,8,true,17,9,ignition,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8E6F,0x8EC3,adaptive_dynamics_table_a_17x5,rom_data,u8-table,85,8,false,17,5,closed-loop,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8EC7,0x8F1B,adaptive_dynamics_table_b_17x5,rom_data,u8-table,85,8,false,17,5,closed-loop,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8F1C,0x8F70,adaptive_dynamics_table_c_17x5,rom_data,u8-table,85,8,false,17,5,closed-loop,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8F71,0x8FC5,adaptive_dynamics_table_d_17x5,rom_data,u8-table,85,8,false,17,5,closed-loop,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x916A,0x916B,expected_stack_top,rom_data,u16be,2,16,false,1,1,initialization,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x9187,0x925E,load_aircharge_factor_24x9,rom_data,u8-table,216,8,false,24,9,air-load,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x929E,0x92CD,rpm_period_axis_24_words,rom_data,u16be-vector,48,16,false,1,24,speed-rpm,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x92CF,0x92D7,cts_adc_axis,rom_data,u8-axis,9,8,false,1,9,temperature,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x92D9,0x92E1,iat_adc_axis,rom_data,u8-axis,9,8,false,1,9,temperature,confirmed,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x92FA,0x9302,scheduler_axis_table_1x9,rom_data,u8-vector,9,8,false,1,9,scheduler,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x9303,0x930C,scheduler_signed_subvector,rom_data,s8-vector,10,8,true,1,10,scheduler,confirmed-structure,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x9315,0x93BC,sub_9315,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x93BE,0x9433,sub_93BE,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9435,0x94AA,sub_9435,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x94AC,0x94E0,sub_94AC,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x94E2,0x9521,sub_94E2,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9523,0x9534,sub_9523,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9536,0x9569,sub_9536,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x956B,0x95F1,period_history_init,routine,code,,8,,,,speed-rpm,confirmed,"Initialize period/timer history, including 0x00BA = 0xFFFF.",existing reverse-engineering bundle / repository LOGIC.md,,false
0x95F3,0x96CF,interrupt_handler_95f3,routine,code,,8,,,,unknown,confirmed,Vector target; exact source depends on MCU mask.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x96D3,0x96D9,sub_96D3,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x96DA,0x96E8,sub_96DA,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x96E9,0x96F2,sub_96E9,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x96F3,0x96FA,sub_96F3,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9707,0x9746,sub_9707,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9747,0x9758,sub_9747,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9759,0x9788,sub_9759,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9789,0x97C3,sub_9789,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x97C5,0x9A14,sub_97C5,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9A16,0x9B60,sub_9A16,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9B61,0x9B78,sub_9B61,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9B79,0x9BB4,sub_9B79,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9BB5,0x9BFD,sub_9BB5,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9BFE,0x9D12,sub_9BFE,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9D13,0x9D23,sub_9D13,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9D25,0x9D4F,runtime_stage_9d25,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x9D51,0x9D55,sub_9D51,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9D56,0x9D7B,sub_9D56,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9D88,0x9D9E,sub_9D88,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9E87,0x9E97,sub_9E87,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9E98,0x9EAE,sub_9E98,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9EAF,0x9EC4,sub_9EAF,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9EC5,0x9F01,sub_9EC5,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9F02,0xA001,spi_status_stream,routine,code,,8,,,,diagnostics,confirmed,Stream selected live RAM/status bytes through the SPI peripheral using pointer frame 0x8010.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xA002,0xA011,sub_A002,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xA012,0xA021,sub_A012,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xA3DE,0xA5F6,sub_A3DE,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xA5F7,0xA618,sub_A5F7,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xA619,0xA66A,sub_A619,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xA696,0xA6E4,sci_mode_init,routine,code,,8,,,,diagnostics,strong,Initialize SCI diagnostic mode from calibration/config bytes 0x8009/0x800B.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xA6E5,0xA758,sci_buffers_init,routine,code,,8,,,,diagnostics,strong,Initialize SCI/service buffers and packet state.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xA759,0xA777,sub_A759,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xA7DE,0xA9EA,sub_A7DE,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xAAD0,0xAAD2,sci_service_dispatch_aad0,routine,code,,8,,,,diagnostics,strong,SCI/service dispatch path that can jump to hardware service initialization at 0x4F10.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xAAE0,0xAE76,sci_service_55_entry,routine,code,,8,,,,diagnostics,confirmed,"Special SCI response/service entry: sets mode 0x06, stack 0x916A, then jumps to 0xD80B.",existing reverse-engineering bundle / repository LOGIC.md,,false
0xAFC0,0xB26C,sub_AFC0,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xB26E,0xB2A9,interp_1d_word,routine,code,,8,,,,math,confirmed,One-dimensional 16-bit interpolation helper.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB2AB,0xB2B9,interp_1d_u8,routine,code,,8,,,,math,confirmed,One-dimensional unsigned byte interpolation helper.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB2BA,0xB2D4,interp_1d_s8,routine,code,,8,,,,math,strong,One-dimensional signed-byte interpolation helper.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB2D6,0xB329,interp_2d_u8,routine,code,,8,,,,math,confirmed,Two-dimensional unsigned byte interpolation helper.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB32B,0xB381,interp_2d_s8,routine,code,,8,,,,math,confirmed,Two-dimensional signed-byte interpolation helper.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB383,0xB3B7,axis_lookup_u8,routine,code,,8,,,,axes,confirmed,Axis/index helper.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB3B9,0xB3F4,period_axis_lookup,routine,code,,8,,,,speed-rpm,confirmed,Axis/index helper used to normalize engine period into the RPM axis.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB3F6,0xB405,iir_step_u8_to_q8_8,routine,code,,,,,,math,confirmed,First-order signed step: move a Q8.8 state at X toward byte input A using gain B.,decoded instruction flow at 0xB3F6; caller/callee context,,false
0xB407,0xB41B,iir_step_s16,routine,code,,,,,,math,strong,Signed 16-bit first-order step toward an input using a gain/scale stored with the state descriptor.,decoded instruction flow at 0xB407; caller/callee context,,false
0xB41C,0xB42D,scale_signed_delta,routine,code,,,,,,math,strong,Internal signed-delta multiply/scale helper used by the 16-bit IIR step.,decoded instruction flow at 0xB41C; caller/callee context,,false
0xB42F,0xB446,saturating_u8_gain_product,routine,code,,,,,,math,confirmed,Saturating unsigned/signed byte combine followed by gain multiplication; used by ADC filters.,decoded instruction flow at 0xB42F; caller/callee context,,false
0xB447,0xB474,fuel_runtime_sequence,routine,code,,8,,,,fuel,strong,"Central ordered fuel path: scheduler/state, signed trims, and final high-load stage.",existing reverse-engineering bundle / repository LOGIC.md,,false
0xB476,0xB48B,runtime_stage_b476,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB48C,0xB554,runtime_stage_b48c,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB555,0xB561,countdown_init_b555,routine,code,,8,,,,unknown,strong,Initialize countdown/timer pair 0x2469/0x246A and status flag 0x009C.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB562,0xB57E,runtime_stage_b562,routine,code,,8,,,,unknown,open,Periodic runtime state update.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB57F,0xB582,sub_B57F,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xB800,0xB93C,reset_entry,routine,code,,8,,,,initialization,confirmed,"Reset entry: stack/register init, watchdog, calibration-window copy, subsystem init, jump to main loop.",existing reverse-engineering bundle / repository LOGIC.md,,false
0xB93D,0xB941,fault_soft_restart_bit01,routine,code,,8,,,,fault,confirmed,Set RAM 0x0094 bit 0x01 and re-enter reset flow.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB942,0xB947,fault_soft_restart_bit02,routine,code,,8,,,,fault,confirmed,Set RAM 0x0094 bit 0x02 and re-enter reset flow.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB948,0xB94C,fault_fatal_bit04,routine,code,,8,,,,fault,confirmed,Set RAM 0x0094 bit 0x04 and enter fatal path.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xB94D,0xB95E,fault_stop_bit08,routine,code,,8,,,,fault,confirmed,"Set RAM 0x0094 bit 0x08, force outputs safe, loop forever.",existing reverse-engineering bundle / repository LOGIC.md,,false
0xB95F,0xBA33,sub_B95F,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xBA34,0xBA5C,sub_BA34,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xBA5D,0xBB3D,ignition_output_vector_lookup,routine,code,,8,,,,ignition,strong,Lookup ignition output phase/width/retard support vectors.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xBB3F,0xBB96,sub_BB3F,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xBB98,0xBC11,ignition_output_init,routine,code,,8,,,,ignition,strong,Initialize ignition output/vector state.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xBC12,0xBC19,sub_BC12,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xBC1A,0xBC8F,sub_BC1A,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xBC91,0xBD11,sub_BC91,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xBD13,0xBD57,sub_BD13,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xBD59,0xBD6C,sub_BD59,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xBD6E,0xBDEB,service_transfer_state_machine,routine,code,,,,,,hardware-service,strong,Timed byte-transfer state machine using 0x103B and RAM 0x246B-0x2472.,decoded instruction flow at 0xBD6E; caller/callee context,,false
0xBDEC,0xBDF5,reset_service_transfer_state,routine,code,,,,,,hardware-service,confirmed,Clear transfer state/countdown and hardware register 0x103B.,decoded instruction flow at 0xBDEC; caller/callee context,,false
0xBDF6,0xBE64,sub_BDF6,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xBE65,0xBF60,idle_air_control,routine,code,,8,,,,idle,strong,"Interpolate 0x888E and CTS support 0x8970, update 0x2484/0x2486 and actuator state.",existing reverse-engineering bundle / repository LOGIC.md,,false
0xBF62,0xBF6D,sub_BF62,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xC000,0xC90E,closed_loop_adaptive_state_machine,routine,code,,8,,,,closed-loop,confirmed,Closed-loop/adaptive state machine using calibration region 0x9000-0x912B.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xC910,0xC949,runtime_stage_c910,routine,code,,8,,,,unknown,open,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xC94B,0xC97B,adaptive_cell_interpolation,routine,code,,8,,,,closed-loop,confirmed,Interpolate learned/adaptive trim cells.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xC97C,0xC9C3,sub_C97C,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xC9C8,0xCAC3,sub_C9C8,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xCAC5,0xCAD5,clamp_d_to_range_at_x,routine,code,,,,,,math,confirmed,Clamp D to the inclusive 16-bit bounds stored at X+0 and X+2.,decoded instruction flow at 0xCAC5; caller/callee context,,false
0xCAD7,0xCB42,sub_CAD7,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xCB43,0xCB5A,sub_CB43,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xCB5B,0xCB6D,sub_CB5B,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xCB6E,0xCB9A,sub_CB6E,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xCB9B,0xCBA8,sub_CB9B,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xCBA9,0xCBC2,sub_CBA9,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xCBC4,0xCBEE,sub_CBC4,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xCBEF,0xCBFF,seed_bank_selector_20b1,routine,code,,8,,,,unknown,confirmed,"Load calibration 0x800A, decrement it, and store runtime bank selector 0x20B1.",existing reverse-engineering bundle / repository LOGIC.md,,false
0xCC00,0xCD39,adaptive_trim_update_gate,routine,code,,8,,,,closed-loop,strong,Adaptive trim update/entry logic.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xCD3A,0xCD6C,sub_CD3A,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xCD6D,0xCE38,adaptive_trim_slew_update,routine,code,,,,,,closed-loop,strong,Update adaptive correction accumulator 0x24A2/0x24B0 using state flags and calibrated step sizes.,decoded instruction flow at 0xCD6D; caller/callee context,,false
0xCE3A,0xD00E,sub_CE3A,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xD00F,0xD03B,clamp_word_delta_to_s8_range,routine,code,,,,,,math,confirmed,Clamp a word relative to calibration 0x8FFD to the signed-byte interval -256..255.,decoded instruction flow at 0xD00F; caller/callee context,,false
0xD03C,0xD04B,adaptive_cell_update_setup,routine,code,,,,,,closed-loop,strong,"Initialize bounds, pointers, and step for the adaptive learned-cell update worker.",decoded instruction flow at 0xD03C; caller/callee context,,false
0xD04C,0xD0C6,adaptive_cell_update_worker,routine,code,,,,,,closed-loop,strong,Accumulate adaptive trim and periodically move a learned RAM cell within calibrated bounds.,decoded instruction flow at 0xD04C; caller/callee context,,false
0xD0C8,0xD103,sub_D0C8,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xD105,0xD174,sub_D105,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xD176,0xD17C,sub_D176,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0xD17D,0xD1A3,adaptive_substate,routine,code,,8,,,,closed-loop,strong,Adaptive/closed-loop substate calculation.,existing reverse-engineering bundle / repository LOGIC.md,,false
0xD1A4,0xD1B2,sub_D1A4,routine,unclassified-code,,,,,,unknown,unclassified,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
